查驗登記證號,中文品名,英文品名,有效日期,發證日期,申請商名稱,申請商電話,申請商地址,成分
"1106608793","複合B.C鈣+鋅錠","Super Silpa B-Complex tablets","1151028","1101028","小分子褐旺藥業股份有限公司","02-82093638","桃園市龜山區萬壽路一段492之19號5樓之3","抗壞血酸(維生素C);;乙酸dl-α-生育醇酯(維生素E)[乙酸dl-α-生育醇酯(維生素E)、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽];;硝酸硫胺明(維生素B1);;核黃素(維生素B2);;鹽酸吡哆辛(維生素B6);;葡萄糖酸鋅;;菸鹼醯胺;;本多酸鈣;;葉酸;;氰鈷胺明(維生素B12);;葡萄糖酸亞鐵;;葡萄糖酸銅;;聚乙烯吡咯烷酮;;硬脂酸鎂;;二氧化矽;;麥芽糊精;;微結晶狀α-纖維素;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;丙二醇;;二氧化鈦;;食用黃色四號;;食用黃色五號;;食用紅色六號"
"1106609010","維他益達 多維他複方酵素錠","MULTI-VITAMIN&ENZYME","1151119","1101119","衛肯生技製藥股份有限公司","03-4696792","桃園市平鎮區工業十路15號","微結晶狀α-纖維素;;乳糖;;複合碳酸鈣-造粒(碳酸鈣、小麥澱粉);;抗壞血酸(維生素C)[抗壞血酸(維生素C)、羥丙基甲基纖維素];;啤酒酵母粉;;木瓜酵素(麥芽糊精、木瓜酵素、偏亞硫酸氫鈉);;鳳梨酵素(鳳梨酵素、麥芽糊精);;乙酸DL-α-生育醇酯(維生素E)[乙酸dl-α-生育醇酯(維生素E)、辛烯基丁二酸鈉澱粉、二氧化矽];;鹽酸硫胺明(維生素B1);;鹽酸吡哆辛(維生素B6);;氰鈷胺明(維生素B12)[氰鈷胺明(維生素B12)、檸檬酸、麥芽糊精、檸檬酸鈉];;葡萄糖酸鋅;;本多酸鈣;;核黃素(維生素B2);;β-胡蘿蔔素(蔗糖、玉米澱粉、魚明膠、β-胡蘿蔔素結晶、L-抗壞血酸棕櫚酸酯、玉米油、生育醇);;硬脂酸鎂;;輔酵素Q10;;維生素A醋酸鹽(乾燥葡萄糖漿、阿拉伯膠、玉米澱粉、維他命A醋酸鹽、生育醇);;葉酸;;維生素D3(維生素D3、生育醇、二氧化矽、中鏈三酸甘油酯、抗壞血酸鈉、蔗糖、辛烯基丁二酸鈉澱粉);;膜衣成分(黃)(聚乙烯醇、滑石粉、喹啉黃鋁麗基、二氧化鈦、脂肪酸甘油酯、硫酸月桂酯鈉、食用黃色五號鋁麗基);;膜衣成分(粉紅)(聚乙烯醇、滑石粉、二氧化鈦、脂肪酸甘油酯、硫酸月桂酯鈉、食用紅色六號鋁麗基、食用紅色七號鋁麗基、食用黃色四號鋁麗基、食用藍色二號鋁麗基);;膜衣成分(珠光銀)(聚乙烯醇、滑石粉、聚乙二醇、矽酸鋁鉀珠光色素、聚山梨醇酐脂肪酸酯八十)"
"1106609046","康齡D3軟膠囊","","1151018","1101018","康齡生技有限公司","087325672","屏東縣屏東市勝利里自由路586-3號3樓","維生素D3[辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉(維生素C)、中鏈三酸甘油酯、二氧化矽、生育醇(維生素E)、膽鈣化醇(維生素D3)];;甘胺酸鋅;;大豆油;;明膠;;甘油;;D-山梨醇液 70%;;聚乙二醇;;二氧化鈦;;純水"
"1106609145","智優升核桃肽植物膠囊食品","","1151018","1101018","帝力股份有限公司","02-25458140","台北市中山區南京東路3段189號8樓","核桃肽粉;;猴頭菇萃取物;;重酒石酸膽鹼+1%二氧化矽(重酒石酸膽鹼、二氧化矽);;乙酸dl-α-生育醇酯(乙酸dl-α-生育醇酯、辛烯基丁二酸鈉澱粉、麥芽糊精、二氧化矽);;鹽酸吡哆辛;;氰鈷胺明;;葉酸;;磷酸鈣;;硬脂酸鎂;;植物膠囊(羥丙基甲基纖維素、純水、鹿角菜膠、二氧化鈦、氯化鉀)"
"1106609158","維而康錠食品","TOTAL B TABLETS","1151028","1101028","小分子褐旺藥業股份有限公司","02-82093638","桃園市龜山區萬壽路一段492之19號5樓之3","硝酸硫胺明;;核黃素;;鹽酸吡哆辛;;菸鹼醯胺;;本多酸鈣;;甘胺酸鋅;;聚乙烯吡咯烷酮;;麥芽糊精;;顆粒維生素C(抗壞血酸、羥丙基甲基纖維素);;DL-蛋胺酸;;牛磺酸;;鹽酸L-二胺基己酸;;肌醇;;葡萄糖酸鈣;;β-胡蘿蔔素(β-胡蘿蔔素、生育醇、L-抗壞血酸棕櫚酸酯、玉米油、魚明膠、玉米澱粉、蔗糖);;碳酸鈣;;重酒石酸膽鹼+1%二氧化矽(重酒石酸膽鹼、二氧化矽);;氰鈷胺明;;葉酸;;生物素;;微結晶狀α-纖維素;;二氧化矽;;硬脂酸鎂;;高防潮水性膜衣(聚乙烯醇、二氧化鈦、滑石粉、卵磷脂、玉米糖膠);;羥丙基甲基纖維素;;二氧化鈦;;丙二醇;;食用黃色四號;;食用紅色六號;;食用紅色四十號;;食用藍色一號"
"1106609304","皇家金盾C1000緩釋錠","ROYAL GOLDEN SHIELD","1151104","1101104","景和生物科技有限公司","062500902","台南市安平區平安里民權路4段329號1樓","抗壞血酸;;聚乙烯吡咯烷酮;;羥丙基甲基纖維素;;微結晶狀α-纖維素;;硬脂酸鎂;;聚乙二醇(聚乙二醇、二丁基羥基甲苯);;膜衣粉(碳酸鈣、聚乙烯醇、聚乙二醇);;二氧化鈦;;食用黃色五號;;食用黃色四號"
"1106609442","維格緩釋C錠","","1151018","1101018","維格生技有限公司","02-29158555","新北市新店區寶橋路154巷1號2樓","L-抗壞血酸(維生素C);;羥丙基甲基纖維素;;羥丙基纖維素;;微結晶狀α-纖維素;;硬脂酸鎂;;二氧化矽;;聚乙二醇;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;二氧化鈦"
"1106609443","維佳緩釋B12錠","","1151018","1101018","維格生技有限公司","02-29158555","新北市新店區寶橋路154巷1號2樓","甲鈷胺(甲基鈷胺)(維生素B12);;碳酸鈣;;羥丙基甲基纖維素;;羥丙基纖維素;;微結晶狀α-纖維素;;硬脂酸鎂;;二氧化矽;;聚乙二醇;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;二氧化鈦;;食用紅色六號;;食用藍色一號"
"1106609566","補給C錠","","1151022","1101022","新百祿生物科技股份有限公司","06-5650924","台南市南區彰南里新和路38號1樓","L-抗壞血酸(維生素C);;L-抗壞血酸鈉;;生物素;;乳酸鈣;;鹽酸吡哆辛;;牛奶香料(香料、丙二醇、微結晶狀α-纖維素、葡萄糖);;香莢蘭醛;;橘子香料(乳糖、二氧化矽、香料);;蔗糖素;;糖粉;;食用黃色四號;;硬脂酸鎂;;二氧化矽;;聚乙烯吡咯烷酮"
"1106609567","維他C口含錠","","1151025","1101025","元寧貿易有限公司","07-6106996","高雄巿左營大路632之1號1樓","L-抗壞血酸(維生素C);;L-抗壞血酸鈉;;複方維生素C[抗壞血酸(維生素C)、柑橘萃取物、米糠粉);;接骨木萃取物(接骨木濃縮粉、關華豆膠、二氧化矽);;硬脂酸鎂;;聚乙烯吡咯烷酮;;蔗糖素;;D-甘露醇;;玉米澱粉;;藍莓香料(阿拉伯膠、香料、乳糖、二氧化矽);;葡萄香料(乳糖、二氧化矽、香料)"
"1106609572","倍優B群膠囊","","1151015","1101015","吉甲科技股份有限公司","02-2821-0557","台北市中山區復興北路48號3樓","鹽酸呋喃硫胺(維生素B1);;核黃素(維生素B2);;鹽酸吡哆辛(維生素B6);;氰鈷胺明(維生素B12)(氰鈷胺明、檸檬酸、麥芽糊精、檸檬酸鈉);;菸鹼醯胺;;葉酸;;本多酸鈣;;生物素;;重酒石酸膽鹼(重酒石酸膽鹼、二氧化矽);;肌醇;;乳糖;;微結晶狀α-纖維素;;馬鈴薯澱粉;;硬脂酸鎂;;滑石粉;;羥丙基甲基纖維素;;純水;;鹿角菜膠;;二氧化鈦;;氯化鉀;;食用黃色四號;;食用黃色五號"
"1106609573","倍優C錠","","1151015","1101015","吉甲科技股份有限公司","02-2821-0557","台北市中山區復興北路48號3樓","抗壞血酸(維生素C)(抗壞血酸、玉米澱粉);;葡萄糖酸鋅;;柑橘生物類黃酮;;微結晶狀α-纖維素;;乳糖;;氧化鎂(氧化鎂、蔗糖、羧甲基纖維素鈉);;硬脂酸;;硬脂酸鎂;;羥丙基甲基纖維素;;二氧化鈦;;滑石粉"
"1106609671","活沛多緩釋型維他命C+B群膜衣錠","Nutriplus Vitamin C+B Timed Release Tablets","1151111","1101111","優良生技醫藥股份有限公司","02-8751-3977","台北市內湖區內湖路1段396號5樓","抗壞血酸(維生素C)[抗壞血酸(維生素C)、玉米澱粉];;硝酸硫胺明(維生素B1);;核黃素(維生素B2);;鹽酸吡哆辛(維生素B6);;維生素B12(麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12);;菸鹼醯胺;;本多酸鈣;;葉酸;;生物素;;維生素E[乙酸dl-α-生育醇酯(維生素E)、乾燥葡萄糖漿、辛烯基丁二酸鈉澱粉、二氧化矽];;碳酸鈣;;羥丙基甲基纖維素;;二氧化矽;;硬脂酸鎂;;聚乙二醇;;二氧化鈦;;食用黃色四號鋁麗基;;食用黃色五號鋁麗基;;食用藍色一號鋁麗基"
"1106609689","勁亮神采錠","","1151102","1101102","臺灣威瑪舒培有限公司","02-25000895","臺北市大同區南京西路344巷9號1樓","微結晶狀α-纖維素;;乳糖;;紅景天萃取物(紅景天萃取物、麥芽糊精、二氧化矽);;金盞花萃取物[阿拉伯膠、金盞花萃取物、羥丙基甲基纖維素、維生素E(dl-α-生育醇)];;交聯羧甲基纖維素鈉;;山桑子萃取物(山桑子萃取物、麥芽糊精);;黑醋栗萃取物(黑醋栗萃取物、麥芽糊精);;枸杞萃取物(枸杞萃取物、麥芽糊精);;決明子萃取物(決明子萃取物、麥芽糊精);;硬脂酸鎂;;硝酸硫胺明;;核黃素;;鹽酸吡哆辛;;二氧化矽;;維生素A醋酸鹽(維生素A醋酸鹽、乾燥葡萄糖漿、阿拉伯膠、玉米澱粉、生育醇);;葡萄糖酸鋅;;高防潮水性膜衣(聚乙烯醇、二氧化鈦、滑石粉、卵磷脂、玉米糖膠);;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;二氧化鈦;;聚乙二醇(聚乙二醇、二丁基羥基甲苯);;食用黃色四號"
"1106609690","維生素C結晶粉狀膠囊","L-Ascorbic Acid crystalline(Vegetarian Capsules)","1151025","1101025","好油專家有限公司","06-2881201","台南市東區仁和里自由路一段201號1樓","抗壞血酸(維生素C);;硬脂酸鎂;;二氧化矽;;植物性硬膠囊(羥丙基甲基纖維素、純水、鹿角菜膠、氯化鉀)"
"1106609933","速力維他錠","","1151115","1101115","永信藥品工業股份有限公司","0426875100","台中市大甲區中山路一段1191號","γ-穀維素;;鹽酸呋喃硫胺;;天然藜麥粉(含維生素B);;微結晶狀α-纖維素;;羧甲基澱粉鈉;;二氧化矽;;硬脂酸鎂;;阿拉伯膠;;羥丙基甲基纖維素;;超亮光水性膜衣(羧甲基纖維素鈉、麥芽糊精、葡萄糖、大豆卵磷脂)"
"1106610025","井田護味好膜衣錠","HOWENEN","1151123","1101123","井田生化科技股份有限公司","04-26814585","台中市大甲區日南里工九路9號","大豆發酵物;;綠花椰菜萃取物(綠花椰菜萃取、麥芽糊精);;高麗菜濃縮物;;青木瓜萃取物;;牛蒡萃取物(牛蒡萃取粉、麥芽糊精);;微結晶狀α-纖維素;;聚乙烯吡咯烷酮;;鹽酸吡哆辛(維生素B6);;硬脂酸鎂;;二氧化矽;;乳酸菌(乳酸菌Bifidobacterium lactis、麥芽糊精);;羥丙基甲基纖維素;;聚乙二醇;;食用黃色四號鋁麗基;;食用藍色一號鋁麗基;;二氧化鈦"
"1106610067","勁寶貝接骨木莓維生素C膠囊","","1151104","1101104","拜寧騰能生技股份有限公司","1921/06/26","宜蘭縣宜蘭市梅洲一路22號","抗壞血酸(維生素C);;微結晶狀α-纖維素;;膠囊殼(明膠、硫酸月桂酯鈉、食用紅色六號、純水、甘油、二氧化鈦、食用藍色一號);;葡萄糖酸鋅;;接骨木莓萃取物;;硬脂酸鎂;;維生素D3(辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、生育醇、維生素D3)"
"1106610101","維生素D3液體膠囊","","1151210","1101210","里仁事業股份有限公司","02-25456535","台北市松山區南京東路4段75號2樓之1、6樓之3","維生素D3(膽鈣化醇)[DL-α-生育醇、維生素D3(膽鈣化醇)、中鏈三酸甘油酯];;大豆油;;羥丙基甲基纖維素;;鹿角菜膠;;氯化鉀;;純水"
"1106610117","晶補 能量-99 全方位B群 微粒膠囊","Neo-99 B-COMP.+ Pellet","1151007","1101007","衛達化學製藥股份有限公司","04-23593847","臺中市南屯區寶山里工業區23路21號","糖球(蔗糖、玉米澱粉);;鹽酸吡哆辛(維生素B6);;硝酸硫胺明(維生素B1);;核黃素(維生素B2);;羥丙基甲基纖維素;;金盞花萃取物(金盞花萃取物、麥芽糊精);;抗壞血酸(維生素C);;二氧化鈦;;牛磺酸;;菸鹼醯胺;;葡萄糖酸鋅;;乙基纖維素;;滑石粉;;本多酸鈣;;生物素;;食用紅色六號;;馬鈴薯澱粉;;葉酸;;氰鈷胺明(維生素B12);;食用紅色七號鋁麗基;;食用黃色四號;;食用藍色一號;;植物膠囊(羥丙基甲基纖維素、水、鹿角菜膠、氯化鉀)"
"1106610134","優杏-欣胺康膠囊","","1151118","1101118","台灣優杏生物科技股份有限公司","04-35000188","台中市太平區鵬儀路320巷3弄1號","啤酒酵母;;花生莖萃取物(花生莖萃取物、麥芽糊精);;鹽酸吡哆辛(維生素B6)[鹽酸吡哆辛(維生素B6)、麥芽糊精];;微結晶狀α-纖維素;;二氧化矽;;硬脂酸鎂;;氰鈷胺明(維生素B12);;葉酸;;羥丙基甲基纖維素;;純水;;鹿角菜膠;;食用紅色六號;;二氧化鈦;;氯化鉀;;食用藍色一號"
"1106610170","維生素C+D 膠囊食品","Vitamin C+D Capsule","1151103","1101103","天稘生物科技股份有限公司","04-23165010","台中市西屯區天水中街4號1樓","抗壞血酸(維生素C);;膽鈣化醇(維生素D3)[辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉(維生素C)、中鏈三酸甘油酯、二氧化矽、生育醇(維生素E)、膽鈣化醇(維生素D3)];;乳糖;;硬脂酸鎂;;二氧化矽;;明膠;;二氧化鈦;;食用黃色四號;;硫酸月桂酯鈉;;純水"
"1106610182","HEILLA NAD 6X PLUS錠","HEILLA NAD 6X PLUS TABLET","1151101","1101101","株聯生技股份有限公司","0919317897","南投縣竹山鎮鹿山路284巷94號","瓜拿納萃取物(瓜拿納萃取物、麥芽糊精);;γ-穀維素;;乳糖;;菸鹼酸;;本多酸鈣;;鹽酸呋喃硫胺;;乾燥型維生素E(乙酸dl-α-生育醇酯、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;百種蔬果發酵濃縮粉[百種蔬果發酵濃縮粉(蘿梨果、水蜜桃、荔枝、紅葡萄柚、紅葡萄、蘋果、黑棗、石榴、燕麥片、玉米、大麥、豌豆、紅豆、薏仁、芝麻、刺槐豆、小米、大豆、黑麥、黑豆、鷹嘴豆、大扁豆、糙米、香蕉、木瓜、芭樂、哈密瓜、酪梨、梅子、西印度櫻桃、柳橙、番茄、紫葡萄、野櫻莓、蔓越莓、草莓、覆盆莓、櫻桃、黑醋栗、余甘子、白葡萄、胡蘿蔔、甘蔗、百香果、鳳梨、檸檬、綠花椰菜、芹菜、蘆筍、藍莓、楊梅、桑椹、昆布、葡萄乾、芒果、楊桃、西瓜、腰果、核桃、奇異果、西洋梨、巴西莓、卡姆果、萊姆、玫瑰果、橘子、樹莓、蘿蔔、高麗菜、蓮藕、牛蒡、菊苣、甘藷、南瓜、木薯、裙帶菜、紫菜、香菇、檸檬馬鞭草、苦艾、西番蓮、金盞草、大飛揚草、牛筋草、檸檬草、大茴香、馬黛茶、魚腥草、紫蘇、薰衣草、貓薄荷、洋甘菊、生薑、益母草、芭樂葉、丁香、咸豐草、迷迭香、羽衣甘藍、青椒、紅甜菜)、麥芽糊精];;聚乙烯吡咯烷酮;;藍藻粉;;大麥草粉;;二氧化矽;;硬脂酸鎂;;維生素B2;;鹽酸吡哆辛;;黃耆三七複合物(黃耆萃取物、三七葉萃取物、麥芽糊精);;葉酸;;生物素;;氰鈷胺明;;膜衣(羥丙基甲基纖維素、微結晶狀α-纖維素、硬脂酸)"
"1106610240","利能B複方植物膠囊","MitoB+Mins","1151028","1101028","遇健有限公司","033274516","桃園市龜山區文興路216號7樓","鹽酸硫胺明;;核黃素磷酸鈉;;菸鹼醯胺;;本多酸鈣;;鹽酸吡哆辛;;(6S)-5-甲基四氫葉酸葡萄糖胺鹽;;氰鈷胺明;;生物素;;重酒石酸膽鹼(重酒石酸膽鹼、二氧化矽);;硒酵母粉;;甘胺酸鋅;;葡萄糖酸銅;;葡萄糖酸錳;;吡啶甲酸鉻;;鉬酵母粉(啤酒酵母、鉬酸鈉);;二氧化矽;;硬脂酸鎂;;羥丙基甲基纖維素;;純水;;鹿角菜膠;;氯化鉀"
"1106610278","寶嘉B酸錠","B-folic Tablets","1151210","1101210","恒安製藥工業股份有限公司","04-23593019","台中市西屯區協和里工業區一路101號","硝酸硫胺明(維生素B1);;核黃素(維生素B2);;鹽酸吡哆辛(維生素B6);;氰鈷胺明(維生素B12);;葉酸;;乳糖;;微結晶狀α-纖維素;;聚乙烯吡咯烷酮;;二氧化矽;;硬脂酸鎂;;羥丙基纖維素"
"1106610528","悅補緩釋C1000一日錠","Hitomin C 1000 Time Release Tablets","1151111","1101111","中生生技股份有限公司","02-2596-9138","臺北市中山區松江路520號6樓","L-抗壞血酸(維生素C)(L-抗壞血酸、羥丙基甲基纖維素);;羥丙基甲基纖維素;;微結晶狀α-纖維素;;硬脂酸鎂"
"1106610694","渡邊精製魚油複方軟膠囊","Watanabe Fish Oil","1151112","1101112","人生製藥股份有限公司","04-23592345","台中市西屯區協和里工業區五路3號","精製魚油(精製魚油、混合濃縮生育醇);;紅麴粉;;山楂萃取粉;;納豆菌發酵粉末(納豆菌發酵物、微結晶狀α-纖維素、麥芽糊精);;醋酸DL-α-生育醇酯;;大豆卵磷脂;;脂肪酸甘油酯;;蜂蠟;;明膠;;甘油;;純水;;二氧化鈦;;食用紅色六號;;食用藍色一號;;食用黃色五號"
"1106610726","C-500口含錠","","1151123","1101123","杏德生技股份有限公司","03-355-0813","桃園市桃園區中正路1100號2樓","L-抗壞血酸(維生素C);;L-抗壞血酸鈉;;西印度櫻桃香料粉(乳糖、二氧化矽、香料、丙二醇、水);;蔓越莓果汁粉(蔓越莓濃縮汁、麥芽糊精);;蔗糖素;;蔓越莓香料粉(香料、酒精、中鏈三酸甘油酯、水、丙二醇、葡萄糖、微結晶狀α-纖維素、二氧化矽);;糖粉;;硬脂酸鎂;;二氧化矽;;聚乙烯吡咯烷酮"
"1106610789","銀華寶盒綜合營養素錠2.0","","1151202","1101202","諾貝兒寶貝股份有限公司","07-7356888","高雄市三民區大昌二路87號","維生素A醋酸鹽(蔗糖、玉米澱粉、DL-α-生育醇、磷酸鈣、水、阿拉伯膠);;硝酸硫胺明;;鹽酸呋喃硫胺;;核黃素;;鹽酸吡哆辛;;氰鈷胺明;;維生素D3粉(膽鈣化醇、木薯澱粉、阿拉伯膠、中鏈三酸甘油酯、磷酸鈣、L-抗壞血酸、濃縮d-α生育醇);;乙酸DL-α-生育醇酯(乙酸DL-α-生育醇酯、蔗糖、辛烯基丁二酸鈉澱粉、玉米澱粉、矽鋁酸鈉、水);;菸鹼醯胺;;葉酸;;本多酸鈣;;焦磷酸鐵;;葡萄糖酸鋅;;鉻酵母(啤酒酵母、三氯化鉻);;硒酵母;;葡萄、蘿梨果發酵濃縮粉[葡萄、蘿梨果發酵濃縮粉(紅葡萄、蘿梨果)、麥芽糊精];;γ-穀維素(γ-穀維素、米糠粉);;羧甲基澱粉鈉;;硬脂酸鎂;;二氧化矽;;微結晶狀α-纖維素;;防水膜衣(羥丙基甲基纖維素、硬脂酸、微結晶狀α-纖維素、二氧化鈦);;膜衣成分(聚乙烯醇、滑石粉、羥丙基甲基纖維素、二氧化鈦、喹啉黃鋁麗基、聚乙二醇、食用黃色五號鋁麗基、食用藍色二號鋁麗基);;二氧化鈦;;超亮光水性膜衣(羧甲基纖維素鈉、麥芽糊精、葡萄糖、大豆卵磷脂、檸檬酸鈉)"
"1106610820","jojome維生素C莓果膠囊","","1151112","1101112","台灣健康美學有限公司","07-5509800","高雄市左營區太原街80巷25號","複方維生素C[抗壞血酸(維生素C)、柑橘萃取物、米糠粉];;綜合莓果萃取物(麥芽糊精、黑莓果粉、黑醋栗果粉、藍莓果粉、草莓果粉、覆盆莓果粉、蔓越莓果粉、巴西莓果粉);;硬脂酸鎂;;植物膠囊(羥丙基甲基纖維素、純水、鹿角菜膠、二氧化鈦、氯化鉀、紅色氧化鐵、黑色氧化鐵)"
"1106610831","沛存-維他命B群+鐵膜衣錠","","1151130","1101130","中化健康生技股份有限公司","04-22870998","台中市大雅區科雅路23號3樓","鹽酸硫胺明(維生素B1);;核黃素(維生素B2);;鹽酸吡哆辛(維生素B6);;氰鈷胺明(維生素B12);;葉酸;;生物素;;菸鹼醯胺;;本多酸鈣;;牛磺酸;;焦磷酸鐵;;乳糖;;微結晶狀α-纖維素;;硬脂酸鎂;;麥芽糊精;;羥丙基甲基纖維素;;二氧化鈦;;食用紅色七號;;食用黃色四號"
"1106610832","沛存-維他命B群+鋅膜衣錠","","1151130","1101130","中化健康生技股份有限公司","04-22870998","台中市大雅區科雅路23號3樓","鹽酸硫胺明(維生素B1);;核黃素(維生素B2);;鹽酸吡哆辛(維生素B6);;菸鹼醯胺;;氰鈷胺明(維生素B12);;葉酸;;生物素;;本多酸鈣;;牛磺酸;;葡萄糖酸鋅;;微結晶狀α-纖維素;;乳糖;;麥芽糊精;;硬脂酸鎂;;羥丙基甲基纖維素;;二氧化鈦;;食用黃色四號;;食用紅色六號"
"1106611024","中美 康健喜錠","Congen-C Tablets C.M.","1151122","1101122","中美兄弟製藥股份有限公司","047524161","彰化縣彰化市東芳里彰鹿路106號","蔗糖;;抗壞血酸(維生素C);;抗壞血酸鈉;;D-山梨醇;;聚乙烯吡咯烷酮;;麥芽糊精;;微結晶狀α-纖維素;;橘子粉香料(橘子油、香料、天然香料、二氧化矽、乳糖);;檸檬粉香料(丙二醇、天然香料、二氧化矽、乳糖);;硬脂酸鎂;;二氧化矽;;蔗糖素;;食用黃色4號"
"1106611025","倍躍女性B群膠囊-活妍芝麻精萃","Jump Path B-Complex Capsules (Sesame Plus)","1151123","1101123","中美兄弟製藥股份有限公司","047524161","彰化縣彰化市東芳里彰鹿路106號","硝酸硫胺明;;核黃素;;菸鹼醯胺;;鹽酸吡哆辛;;生物素;;氰鈷胺明;;抗壞血酸(維生素C);;芝麻萃取物(微結晶狀α-纖維素、芝麻萃取物);;微結晶狀α-纖維素;;玉米澱粉;;硬脂酸鎂;;硬空膠囊(羥丙基甲基纖維素、純水、食用紅色六號、二氧化鈦、鹿角菜膠、氯化鉀、食用藍色一號)"
"1106611104","倍優可姆果C錠","","1151117","1101117","吉甲科技股份有限公司","02-2821-0557","台北市中山區復興北路48號3樓","抗壞血酸(維生素C)(抗壞血酸、玉米澱粉);;卡姆果萃取物(抗壞血酸、麥芽糊精、卡姆果萃取物);;柑橘生物類黃酮;;微結晶狀α-纖維素;;硬脂酸鎂;;脂肪酸甘油酯;;羥丙基甲基纖維素;;二氧化鈦;;滑石粉;;聚乙二醇99.99%(聚乙二醇、二丁基羥基甲苯)"
"1106611105","美樂諾膠囊","Meleno Capsule","1151117","1101117","綠心藥品生化科技有限公司","04-24220016","台中市北屯區山西路三段300號2樓","檸檬酸鈣;;磷酸鎂;;葡萄糖酸鋅;;膽鈣化醇(維生素D3)[dL-α-生育醇、二氧化矽、中鏈三酸甘油酯、抗壞血酸鈉、蔗糖、辛烯基丁二酸鈉澱粉、膽鈣化醇(維生素D3)];;胡椒鹼;;明膠;;純水;;甘油;;硫酸月桂酯鈉;;二氧化鈦"
"1106611109","適優壯鈣錠","","1151117","1101117","優良食品工業有限公司","05-2207688","嘉義縣民雄鄉北斗村成功二街58號","碳酸鈣;;膽鈣化醇(維生素D3)[維生素D3、抗壞血酸鈉、DL-α-生育醇(維生素E)、中鏈三酸甘油酯、蔗糖、辛烯基丁二酸鈉澱粉、二氧化矽];;氧化鎂;;葡萄糖酸鋅;;葡萄糖酸錳;;葡萄糖酸銅;;麥芽糊精;;玉米澱粉;;硬脂酸鎂;;交聯羧甲基纖維素鈉;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;聚乙二醇(聚乙二醇、二丁基羥基甲苯);;二氧化鈦"
"1106611165","寶瑞維他命B群加鋅 金盞花萃取膠囊(含葉黃素)","","1151117","1101117","綠壯國際股份有限公司","03-3113820","桃園市蘆竹區長興里南崁路二段66之8號6樓","金盞草萃取[葉黃素、辛烯基丁二酸鈉澱粉、葡萄糖漿粉、蔗糖、抗壞血酸鈉(維生素C)、水];;金盞花萃取物(金盞花萃取物、麥芽糊精);;維生素A醋酸鹽[維生素A醋酸鹽、葡萄糖漿粉、生育醇(維生素E)、阿拉伯膠、玉米澱粉];;呋喃硫胺(維生素B1);;核黃素(維生素B2);;菸鹼醯胺;;鹽酸吡哆辛(維生素B6);;氰鈷胺明(維生素B12);;葉酸;;本多酸鈣(本多酸鈣、麥芽糊精);;生物素;;葡萄糖酸鋅;;乙酸dl-α-生育醇酯(維生素E)[乙酸dl-α-生育醇酯(維生素E)、辛烯基丁二酸鈉澱粉、二氧化矽];;微結晶狀α-纖維素;;羥丙基甲基纖維素;;二氧化矽;;膠囊殼(羥丙基甲基纖維素、純水、鹿角菜膠、二氧化鈦、氯化鉀)"
"1106611166","寶瑞維他命B群加鐵 金盞花萃取膠囊(含葉黃素)","","1151117","1101117","綠壯國際股份有限公司","03-3113820","桃園市蘆竹區長興里南崁路二段66之8號6樓","金盞草萃取[葉黃素、辛烯基丁二酸鈉澱粉、葡萄糖漿粉、蔗糖、抗壞血酸鈉(維生素C)、水];;金盞花萃取物(金盞花萃取物、麥芽糊精);;維生素A醋酸鹽[維生素A醋酸鹽、葡萄糖漿粉、生育醇(維生素E)、阿拉伯膠、玉米澱粉];;呋喃硫胺(維生素B1);;核黃素(維生素B2);;菸鹼醯胺;;鹽酸吡哆辛(維生素B6);;氰鈷胺明(維生素B12);;葉酸;;本多酸鈣(本多酸鈣、麥芽糊精);;生物素;;丁烯二酸亞鐵;;乙酸dl-α-生育醇酯(維生素E)[乙酸dl-α-生育醇酯(維生素E)、辛烯基丁二酸鈉澱粉、二氧化矽];;微結晶狀α-纖維素;;羥丙基甲基纖維素;;二氧化矽;;膠囊殼(羥丙基甲基纖維素、純水、鹿角菜膠、食用紅色六號、二氧化鈦、氯化鉀、食用藍色一號)"
"1106611382","ReLive 維生素D3鈣口嚼錠","ReLive Vitamin D3 Tables","1160114","1110114","康柏科技股份有限公司","02-77222222","苗栗縣頭份市中華路951號6樓之1","碳酸鈣;;檸檬酸鈣;;海藻鈣;;蔗糖素;;葡萄糖酸鋅;;檸檬香料(香料、混合濃縮生育醇(維生素E)、大豆油);;氧化鎂;;硝酸硫胺明(維生素B1);;膽鈣化醇(維生素D3)(辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、DL-α-生育醇、維生素D3);;葡萄糖酸錳;;葡萄糖酸銅"
